Instance Name;ft70
Mean Execution Time;4,69562
Execution time;4,5882
Execution steps;0
Execution final cost;43360
Best known cost;38673
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
72175
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
71712
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
70442
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
10068737
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
69212
