Algorithm;Instance_name;Instance_size;800;810;820;830;840;850;860;870;880;890;900;910;920;930;940;950;960;970;980;990;1000;1010;1020;1030;1040;1050;1060;1070;1080;1090;1100;1110;1120;1130;1140;1150;1160;1170;1180;1190;1200;1210;1220;1230;1240;1250;1260;1270;1280;1290;1300;1310;1320;1330;1340;1350;1360;1370;1380;1390;1400;1410;1420;1430;1440;1450;1460;1470;1480;1490;1500;1510;1520;1530;1540;1550;1560;1570;1580;1590;1600;1610;1620;1630;1640;1650;1660;1670;1680;1690;1700;1710;1720;1730;1740;1750;1760;1770;1780;1790
greedy;ft70;70;57348;57348;57348;57348;57348;57348;57348;57295;57295;57295;57295;57295;57193;57193;57193;57193;57193;57193;57193;57193;57193;57193;57193;57193;57193;57193;57193;57193;57193;57193;57073;57037;57037;57037;57037;57026;56660;55990;55824;55718;55701;55561;55561;55561;55561;55522;55522;55499;55499;55499;55499;55499;55443;55443;55443;55443;55443;55443;55443;55443;55443;55443;55407;55358;55358;55358;55358;55358;55358;55284;55284;55284;55126;55126;55126;55126;55126;55126;55126;55126;54864;54864;54864;54864;54621;54421;54389;54389;54389;54389;54389;54389;54389;53912;53614;53614;53614;53614;53614;53614
greedy;ft70;70;56248;55877;55877;55703;55703;55495;55495;55495;55495;55495;55495;55495;55495;55495;55450;55450;55450;55380;55373;55373;55373;55373;55373;55373;55373;55373;55162;55162;55162;55162;55162;54790;54756;54756;54667;54636;54636;54636;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54568;54437;54437;54437;54436;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54394;54317;54317;54317;54225;54225;54225;54041;54041;54041;53821;53821;53821;53821;53821
greedy;ft70;70;57626;57626;57626;57626;57626;57626;57626;57626;57626;57626;57626;57626;57556;57319;57124;57124;57124;57124;57124;57124;56587;56587;56587;56574;56574;56376;56376;56376;56376;56376;56357;56357;56357;56357;56119;55917;55772;55676;55348;55348;55348;55348;55348;55348;55348;55348;55348;55348;55348;55348;55348;55348;55348;55348;55114;55114;55114;55114;55055;55055;55055;55055;55055;55055;55055;55055;55055;55055;54707;54707;54707;54702;54617;54617;54617;54617;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200;54200
greedy;ft70;70;55606;55606;55606;55606;55606;55526;55078;55078;55078;55078;55078;54849;54849;54849;54849;54849;54823;54648;54648;54477;54477;54477;53918;53918;53848;53848;53848;53848;53848;53848;53848;53848;53835;53645;53645;53645;53645;53645;53645;53645;53496;53496;53496;53496;53496;53496;53496;53437;53437;53437;53437;53437;53437;53298;53298;53298;53298;53298;53298;53298;53267;53267;52801;52801;52801;52801;52801;52801;52801;52801;52801;52801;52801;52801;52801;52680;52608;52394;52340;52340;52311;52311;52041;52041;52041;51705;51705;51705;51508;51508;51508;51508;51508;51508;51508;51508;51508;51508;51508;51508
greedy;ft70;70;56347;56220;56036;56036;56036;55855;55855;55776;55776;55776;55776;55776;55776;55776;55776;55776;55776;55776;55776;55776;55761;55761;55761;55761;55761;55761;55761;55761;55761;55761;55761;55761;55761;55761;55243;55243;55243;55243;55243;55243;55243;55243;55243;55243;55243;54899;54724;54724;54724;54724;54724;54724;54512;54512;54512;54512;54512;54176;54176;54176;54176;54140;53727;53727;53727;53727;53727;53727;53727;53614;53382;53382;53382;53382;53382;53382;53382;53382;53315;53217;53217;53217;53217;53181;52746;52746;52746;52588;52573;52573;52573;52573;52573;52573;52394;52334;52201;51536;51536;51411
greedy;ft70;70;54205;53759;53759;53578;53578;53578;53487;53487;53487;53487;53487;53487;53487;53487;53487;53419;53418;53418;53418;53418;53418;53418;53418;53418;53418;53418;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53412;53336;52976;52921;52921;52921;52921;52921;52921;52612;52612;52612;52612;52612;52612;52612;52612;52612;52330;52330;52076;52076;52076;52069;52069;52069;52069;52069;52069;52069;52069;52069;52069;51369;51369;51369;51369;51369;51139;51139;51139;50948;50848;50848;50848;50430;49863;49863;49863;49863;49863;49863
greedy;ft70;70;57392;57392;57392;57392;57325;57306;57306;57306;57241;57241;57241;57219;57219;57219;57219;56336;56336;56336;56336;56336;56336;56248;56248;56248;56018;56018;56018;56018;56018;56018;55830;55830;55830;55665;55665;55657;55657;55657;55657;55657;55657;55657;55657;55657;55657;55657;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55649;55562;55562;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321;55321
greedy;ft70;70;57491;57491;57491;56874;56874;56874;56874;56874;56874;56874;56156;56156;56077;56077;56077;55940;55940;55940;55940;55940;55940;55940;55940;55940;55940;55778;55778;55778;55778;55778;55604;55604;55604;55396;55396;55396;55396;55396;55396;55396;55396;54974;54974;54974;54974;54974;54725;54725;54725;54670;54670;54670;53542;53542;53542;53542;53542;53542;53542;53542;53542;53542;53542;53386;53386;53186;53186;52913;52650;52650;52650;52650;52650;52650;52650;52650;52650;52650;52650;52650;52610;52610;52610;52610;52201;52201;52201;51824;51824;51824;51824;51824;51459;51459;51459;51459;51459;51459;51459;51447
greedy;ft70;70;56177;56177;55122;54787;54787;54787;54653;54653;54653;54653;54653;54653;54653;54572;54572;54572;54572;54572;54572;54572;54572;54572;54572;54572;54265;53809;53809;53516;53516;53516;53516;53516;53516;53516;53098;53098;53098;53098;53098;53098;53098;53098;52954;52954;52954;52954;52951;52951;52951;52951;52951;52829;52829;52829;52829;52829;52829;52829;52665;52665;52502;52467;52438;52438;51867;51867;51867;51867;51867;51867;51867;51867;51867;51867;51867;51867;51867;51867;51748;51748;51748;51748;51466;51466;51466;51466;51466;51466;51466;51466;51466;51466;51466;51466;51466;51466;51382;51382;51382;51382
