Steps;Time;Cost
34517;2241,7742;47853
48653;3195,1366000000003;44424
40256;2618,2904;44961
35487;2311,2959;46411
33104;2148,736;46139
49362;3211,8451999999997;44091
45673;2967,1238999999996;43835
32629;2118,2539;46639
31262;2066,9781000000003;46344
43567;2867,5777;46704
